pid,link,name,price,brand
323585,https://www.thegioididong.com/laptop/hp-omen-16-xf0071ax-r7-8w946pa?utm_flashsale=1,"Laptop HP Gaming OMEN 16 xf0071AX - 8W946PA (R7 7840HS, 32GB, 1TB, RTX 4060 8GB, QHD 240Hz, Win11)",45690000.0,HP
341608,https://www.thegioididong.com/laptop/acer-nitro-v-15-propanel-anv15-41-r9m1-r5-7535hs-nh-qpfsv-004?utm_flashsale=1,"Laptop Acer Gaming Nitro V 15 ProPanel ANV15 41 R9M1 - NH.QPFSV.004 (R5 7535HS, 16GB, 512GB, RTX3050 6GB, Full HD 180Hz, Win11)",21690000.0,Acer
317709,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507zc4-i5-hn229w,"Laptop Asus TUF Gaming F15 FX507ZC4 - HN229W (i5 12500H, 16GB, 1TB, RTX 3050 4GB, Full HD 144Hz, Win11)",21390000.0,Asus
334799,https://www.thegioididong.com/laptop/asus-vivobook-16-m1607ka-r7-ai-350-mb091ws,"Laptop Asus Vivobook 16 M1607KA - MB091WS (R7 AI 350, 16GB, 512GB, WUXGA, OfficeH24+365, Win11)",20490000.0,Asus
326824,https://www.thegioididong.com/laptop/hp-envy-x360-14-fc0089tu-ultra-7-a19bzpa?utm_flashsale=1,"Laptop HP Envy x360 14 fc0089TU - A19BZPA (Ultra 7 155U, 16GB, 512GB, 2.8K OLED, Cảm ứng, Win11)",26190000.0,HP
335020,https://www.thegioididong.com/laptop/msi-prestige-14-ai-evo-c2vmg-ultra-7-020vn,"Laptop MSI Prestige 14 AI+ Evo C2VMG - 020VN (Ultra 7 258V, 32GB, 1TB, 2.8K OLED 120Hz, Win11)",37690000.0,MSI
339659,https://www.thegioididong.com/laptop/lenovo-thinkpad-x1-carbon-oled-ultra-7-21nx003bvn,"Laptop Lenovo ThinkPad X1 Carbon - 21NX003BVN (Ultra 7 255H, 32GB, 1TB, 2.8K OLED 120Hz, Cảm ứng, Win11 Pro)",61290000.0,Lenovo
341751,https://www.thegioididong.com/laptop/gigabyte-a16-ga6h-i5-13420h-gaming-a16-cthh3vn893sh,"Laptop GIGABYTE Gaming A16 GA6H - GAMING-A16-CTHH3VN893SH (i5 13420H, 16GB, 512GB, RTX5050 8GB, WUXGA 165Hz, Win11)",27590000.0,GIGABYTE
339685,https://www.thegioididong.com/laptop/asus-tuf-gaming-f16-fx608jmr-i7-rv048w,"Laptop Asus TUF Gaming F16 FX608JMR - RV048W (i7 14650HX, 16GB, 1TB, RTX 5060 8GB, WUXGA 165Hz, Win11)",38990000.0,Asus
311145,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3094tu-i5-8c5l5pa?utm_flashsale=1,"Laptop HP Pavilion 15 eg3094TU - 8C5L5PA (i5 1335U, 8GB, 512GB, Full HD, Win11)",15690000.0,HP
