Card màn hình,data_id,Số nhân GPU,Công suất đồ hoạ - TGP,Hiệu năng xử lý AI (TOPS)
"['Card tích hợp - Intel Iris Xe Graphics', 'Card tích hợp', 'Intel Iris Xe Graphics']",326148,,,
"['Card tích hợp - Intel Arc Graphics', 'Card tích hợp']",333099,,,
"['Card tích hợp - Intel UHD Graphics', 'Card tích hợp', 'Intel UHD Graphics']",337242,,,
"['Card rời - NVIDIA GeForce RTX 4070, 8 GB', 'Card rời']",326280,,,
"['Card rời - NVIDIA GeForce RTX 3050, 6 GB', 'Card rời']",332579,,,
"['Card rời - NVIDIA GeForce RTX 5060, 8 GB', 'Card rời']",341750,,,
"['Card tích hợp - Intel UHD Graphics', 'Card tích hợp', 'Intel UHD Graphics']",338321,,,
"['Card tích hợp - AMD Radeon Graphics', 'Card tích hợp']",335172,,,
"['Card rời - NVIDIA GeForce RTX 3050, 6 GB', 'Card rời']",326059,2048 CUDA Cores,75 W,Lên đến 80 TOPS
"['Card rời - NVIDIA GeForce RTX 3050Ti, 4 GB', 'Card rời', 'NVIDIA GeForce RTX 3050Ti, 4 GB']",329337,,,
"['Card rời - NVIDIA GeForce RTX 4050, 6 GB', 'Card rời']",329789,,,
"['Card rời - NVIDIA GeForce RTX 4060, 8 GB', 'Card rời']",323585,3072 CUDA Cores,115 W,Lên đến 242 TOPS
"['Card rời - NVIDIA GeForce RTX 3050, 6 GB', 'Card rời']",341608,,,
"['Card rời - NVIDIA GeForce RTX 3050, 4 GB', 'Card rời', 'NVIDIA GeForce RTX 3050, 4 GB']",317709,,,
"['Card tích hợp - AMD Radeon Graphics', 'Card tích hợp']",334799,,,
"['Card tích hợp - Intel Graphics', 'Card tích hợp']",326824,,,
"['Card tích hợp - Intel Arc 140V', 'Card tích hợp']",335020,,,
"['Card tích hợp - Intel Arc Graphics', 'Card tích hợp']",339659,,,
"['Card rời - NVIDIA GeForce RTX 5050, 8 GB', 'Card rời']",341751,,,
"['Card rời - NVIDIA GeForce RTX 5060, 8 GB', 'Card rời']",339685,,,
"['Card tích hợp - Intel Iris Xe Graphics', 'Card tích hợp', 'Intel Iris Xe Graphics']",311145,,,
"['Card rời - NVIDIA GeForce RTX 4060, 8 GB', 'Card rời']",315892,,,
"['Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi)', 'Card tích hợp']",327408,,,
"['Card tích hợp - Intel UHD Graphics', 'Card tích hợp', 'Intel UHD Graphics']",334444,,,
"['Card rời - NVIDIA GeForce RTX 5070, 8 GB', 'Card rời']",339648,6144 CUDA Cores,115 W,Lên đến 798 TOPS
"['Card rời - NVIDIA GeForce RTX 5050, 8 GB', 'Card rời']",341611,,,
"['Card tích hợp - Intel Arc Graphics', 'Card tích hợp']",321468,,,
"['Card rời - NVIDIA GeForce RTX 4050, 6 GB', 'Card rời']",322099,,,
"['Card tích hợp - Intel Iris Xe Graphics', 'Card tích hợp', 'Intel Iris Xe Graphics']",330165,,,
"['Card tích hợp - Intel Arc Graphics', 'Card tích hợp']",334798,,,
"['Card tích hợp - Intel Iris Xe Graphics', 'Card tích hợp', 'Intel Iris Xe Graphics']",315911,,,
"['Card rời - NVIDIA GeForce RTX 5060, 8 GB', 'Card rời']",341752,,,
"['Card tích hợp - Intel UHD Graphics', 'Card tích hợp', 'Intel UHD Graphics']",337241,,,
"['Card tích hợp - Intel Arc 140T', 'Card tích hợp']",339658,,,
"['Card tích hợp - Intel Arc Graphics', 'Card tích hợp']",320431,,,
"['Card rời - NVIDIA GeForce RTX 3050, 4 GB', 'Card rời', 'NVIDIA GeForce RTX 3050, 4 GB']",327974,,,
"['Card rời - NVIDIA GeForce RTX 4060, 8 GB', 'Card rời']",325002,3072 CUDA Cores,115 W,Lên đến 150 TOPS
"['Card tích hợp - Intel Arc 140V', 'Card tích hợp']",339662,,,
"['Card rời - NVIDIA GeForce RTX 5080, 16 GB', 'Card rời']",337841,7680 CUDA Cores,175 W,Lên đến 1334 TOPS
"['Card rời - NVIDIA GeForce RTX 5050, 8 GB', 'Card rời']",342752,2560 CUDA Cores,50 W - 100 W,Lên đến 440 TOPS
"['Card rời - NVIDIA Geforce MX570A, 2 GB', 'Card rời']",326864,,,
"['Card tích hợp - AMD Radeon Graphics', 'Card tích hợp']",334802,,,
"['Card tích hợp - Qualcomm Adreno GPU', 'Card tích hợp']",335835,,,
"['Card tích hợp - Qualcomm Adreno GPU', 'Card tích hợp']",339234,,,
"['Card tích hợp - Intel Arc 140V', 'Card tích hợp']",337236,,,
"['Card tích hợp - AMD Radeon Graphics', 'Card tích hợp']",339951,,,
"['Card tích hợp - Intel Iris Xe Graphics', 'Card tích hợp', 'Intel Iris Xe Graphics']",327509,,,
"['Card tích hợp - Intel UHD Graphics', 'Card tích hợp', 'Intel UHD Graphics']",334805,,,
"['Card rời - NVIDIA GeForce RTX 2050, 4 GB', 'Card rời']",322269,,,
"['Card tích hợp - Intel UHD Graphics', 'Card tích hợp', 'Intel UHD Graphics']",335551,,,
"['Card tích hợp - Intel Graphics', 'Card tích hợp']",338313,,,
"['Card tích hợp - Intel UHD Graphics', 'Card tích hợp', 'Intel UHD Graphics']",342758,,,
"['Card tích hợp - Intel Arc Graphics', 'Card tích hợp']",330579,,,
"['Card tích hợp - Intel Arc Graphics', 'Card tích hợp']",334806,Hãng không công bố,,
"['Card rời - NVIDIA GeForce RTX 5060, 8 GB', 'Card rời']",341609,,,
"['Card rời - NVIDIA GeForce RTX 5070Ti, 12 GB', 'Card rời']",339541,8960 CUDA Cores,,Lên đến 992 TOPS
"['Card tích hợp - Intel Iris Xe Graphics', 'Card tích hợp', 'Intel Iris Xe Graphics']",325242,,,
"['Card rời - NVIDIA GeForce RTX 3050, 4 GB', 'Card rời', 'NVIDIA GeForce RTX 3050, 4 GB']",311117,,,
"['Card rời - NVIDIA GeForce RTX 5080, 16 GB', 'Card rời']",339542,7680 CUDA Cores,175 W,Lên đến 1334 TOPS
"['Card tích hợp - Qualcomm Adreno GPU', 'Card tích hợp']",339682,,,
"['Card tích hợp - Intel Iris Xe Graphics', 'Card tích hợp', 'Intel Iris Xe Graphics']",327982,,,
"['Card tích hợp - Intel Arc Graphics', 'Card tích hợp']",328239,,,
"['Card rời - NVIDIA GeForce RTX 5060, 8 GB', 'Card rời']",341610,,,
"['Card rời - NVIDIA GeForce RTX 4050, 6 GB', 'Card rời']",320434,,,
"['Card rời - NVIDIA GeForce RTX 5060, 8 GB', 'Card rời']",339650,3840 CUDA Cores,115 W,Lên đến 572 TOPS
"['Card tích hợp - Qualcomm Adreno GPU', 'Card tích hợp']",340563,,,
"['Card rời - NVIDIA GeForce RTX 5050, 8 GB', 'Card rời']",341564,,,
"['Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi)', 'Card tích hợp']",309243,,,
"['Card rời - NVIDIA GeForce RTX 4060, 8 GB', 'Card rời']",325583,,,
"['Card tích hợp - Intel Arc Graphics', 'Card tích hợp']",339660,,,
"['Card tích hợp - Intel Graphics', 'Card tích hợp']",329851,,,
"['Card tích hợp - Intel Arc Graphics', 'Card tích hợp']",334797,,,
"['Card tích hợp - Intel Graphics', 'Card tích hợp']",335181,,,
"['Card rời - NVIDIA GeForce RTX 5050, 8 GB', 'Card rời']",340488,2560 CUDA Cores,115 W,Lên đến 440 TOPS
"['Card rời - NVIDIA GeForce RTX 5050, 8 GB', 'Card rời']",339689,,,
"['Card tích hợp - Integrated Graphics', 'Card tích hợp', 'Integrated Graphics']",342495,,,
"['Card rời - NVIDIA GeForce RTX 4070, 8 GB', 'Card rời']",325575,,,
"['Card tích hợp - Integrated Graphics', 'Card tích hợp', 'Integrated Graphics']",342497,,,
"['Card rời - NVIDIA GeForce RTX 5060, 8 GB', 'Card rời']",341566,,,
"['Card tích hợp - Intel Arc 140V', 'Card tích hợp']",332350,,,
"['Card tích hợp - Intel Arc 140V', 'Card tích hợp']",332352,,,
"['Card rời - NVIDIA GeForce RTX 5060, 8 GB', 'Card rời']",341565,,,
"['Card rời - NVIDIA GeForce RTX 5080, 16 GB', 'Card rời']",335010,,,
"['Card rời - NVIDIA GeForce RTX 5070, 8 GB', 'Card rời']",341567,,,
"['Card rời - NVIDIA GeForce RTX 5080, 16 GB', 'Card rời']",335112,,,
"['Card rời - NVIDIA GeForce RTX 5080, 16 GB', 'Card rời']",335113,,,
"['Card tích hợp - Intel Iris Xe Graphics', 'Card tích hợp', 'Intel Iris Xe Graphics']",342756,,,
"['Card tích hợp - 8 nhân GPU', 'Card tích hợp']",342024,,,
"['Card tích hợp - 7 nhân GPU', 'Card tích hợp']",231244,,,
"['Card rời - NVIDIA GeForce RTX 3050, 4 GB', 'Card rời', 'NVIDIA GeForce RTX 3050, 4 GB']",342942,Hãng không công bố,45 W,Hãng không công bố
"['Card tích hợp - AMD Radeon Graphics', 'Card tích hợp']",342755,,,
"['Card rời - NVIDIA GeForce RTX 5050, 8 GB', 'Card rời']",342507,2560 CUDA Cores,100 W,Lên đến 440 TOPS
"['Card tích hợp - Intel Graphics', 'Card tích hợp']",341621,,,
"['Card rời - NVIDIA GeForce RTX 5050, 8 GB', 'Card rời']",342519,,115 W,Lên đến 440 TOPS
"['Card tích hợp - Intel Iris Xe Graphics', 'Card tích hợp', 'Intel Iris Xe Graphics']",342941,,,
"['Card tích hợp - Intel UHD Graphics', 'Card tích hợp', 'Intel UHD Graphics']",328599,,,
"['Card tích hợp - 32 nhân GPU', 'Card tích hợp']",332451,,,
"['Card tích hợp - 10 nhân GPU', 'Card tích hợp']",335366,,,
"['Card tích hợp - Intel Graphics', 'Card tích hợp']",341622,,,
"['Card tích hợp - Intel Iris Xe Graphics', 'Card tích hợp', 'Intel Iris Xe Graphics']",305009,,,
"['Card tích hợp - Intel Graphics', 'Card tích hợp']",331523,,,
"['Card tích hợp - 10 nhân GPU', 'Card tích hợp']",331567,,,
"['Card tích hợp - 10 nhân GPU', 'Card tích hợp']",335369,,,
"['Card tích hợp - AMD Radeon 890M Graphics', 'Card tích hợp']",339558,,,
"['Card rời - NVIDIA GeForce RTX 5050, 8 GB', 'Card rời']",341613,,,
"['Card tích hợp - Intel UHD Graphics', 'Card tích hợp', 'Intel UHD Graphics']",328598,,,
"['Card tích hợp - Intel Graphics', 'Card tích hợp']",331522,,,
"['Card tích hợp - 10 nhân GPU', 'Card tích hợp']",332448,,,
"['Card rời - NVIDIA GeForce RTX 4070, 8 GB', 'Card rời']",334694,4608 CUDA Cores,140 W,Lên đến 321 TOPS
"['Card tích hợp - Qualcomm Adreno GPU', 'Card tích hợp']",337040,,,
"['Card rời - NVIDIA GeForce RTX 4060, 8 GB', 'Card rời']",337844,3072 CUDA Cores,105 W,Lên đến 233 TOPS
"['Card tích hợp - AMD Radeon Graphics', 'Card tích hợp']",339235,,,
"['Card tích hợp - AMD Radeon Graphics', 'Card tích hợp']",339236,,,
"['Card tích hợp - Intel Arc 140V', 'Card tích hợp']",341269,,,
"['Card tích hợp - Intel Arc 140V', 'Card tích hợp']",342505,,,
"['Card rời - NVIDIA GeForce RTX 3050Ti, 4 GB', 'Card rời', 'NVIDIA GeForce RTX 3050Ti, 4 GB']",284343,,,
"['Card rời - NVIDIA GeForce RTX 4060, 8 GB', 'Card rời']",332274,3072 CUDA Cores,115 W,Lên đến 242 TOPS
"['Card rời - NVIDIA GeForce RTX 5080, 16 GB', 'Card rời']",335015,,,
"['Card rời - NVIDIA GeForce RTX 5090, 24 GB', 'Card rời']",335963,,,
"['Card rời - NVIDIA GeForce RTX 5080, 16 GB', 'Card rời']",335964,,,
"['Card tích hợp - Intel Arc 140V', 'Card tích hợp']",341268,,,
"['Card tích hợp - Intel Arc Graphics', 'Card tích hợp']",341572,,,
"['Card rời - NVIDIA GeForce RTX 5070, 8 GB', 'Card rời']",341573,,,
"['Card tích hợp - Intel Arc 140V', 'Card tích hợp']",342504,,,
"['Card tích hợp - Intel Graphics', 'Card tích hợp']",342508,,,
"['Card rời - NVIDIA GeForce RTX 5070, 8 GB', 'Card rời']",342517,4608 CUDA Cores,115 W,Lên đến 798 TOPS
"['Card rời - NVIDIA GeForce RTX 5060, 8 GB', 'Card rời']",342523,3840 CUDA Cores,115 W,Lên đến 572 TOPS
"['Card rời - NVIDIA GeForce RTX 5070, 8 GB', 'Card rời']",342721,4608 CUDA Cores,50 W - 100 W,Lên đến 798 TOPS
"['Card tích hợp - Intel Iris Xe Graphics', 'Card tích hợp', 'Intel Iris Xe Graphics']",342725,,,
